CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
40546257,STARBUCKS,Manhattan,93,GREENWICH AVENUE,10014,2124624697,Café/Coffee/Tea,03/09/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,03/09/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.737386927312,-74.001609386723,102,03,007700,1011018,1006150036,MN23
50032642,DELICACY,Manhattan,12,EAST   44 STREET,10017,2126974444,Delicatessen,04/30/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,P,04/30/2018,04/12/2020,Cycle Inspection / Reopening Inspection,40.75449591674,-73.979299971529,105,04,009400,1035362,1012780063,MN17
40669697,LE MONDE,Manhattan,2883,BROADWAY,10025,2125313939,French,05/29/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,71,,,04/12/2020,Cycle Inspection / Initial Inspection,40.805569772057,-73.965684089037,109,07,019900,1057336,1018950016,MN09
41311174,JIMBO'S HAMBURGER PALACE,Bronx,912,SOUNDVIEW AVENUE,10473,7183283208,American,04/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,04/10/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.823312615521,-73.868148226142,209,18,004200,2022639,2036620006,BX09
50003178,SOFIA MEXICAN RESTAURANT,Brooklyn,187,SUYDAM STREET,11221,3476662592,Mexican,05/09/2018,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,53,C,05/09/2018,04/12/2020,Cycle Inspection / Re-inspection,40.700012129513,-73.925800690435,304,34,042300,3325443,3032080035,BK78
50059906,CAFE ESENCIA,Queens,6838,FOREST AVE,11385,2039792699,American,05/18/2018,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,10,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.702697091134,-73.901106857355,405,30,058500,4083388,4034840010,QN20
41207822,CROWN FRIED CHICKEN,Queens,18903,LINDEN BOULEVARD,11412,7189780600,Chicken,06/18/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,21,,,04/12/2020,Cycle Inspection / Initial Inspection,40.691722576023,-73.762179770777,412,27,052800,4238205,4110590001,QN08
41310853,MOCA ASIAN BISTRO,Queens,10718,70 ROAD,11375,7182683333,Asian,07/24/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.7213191889,-73.845402704214,406,29,071100,4077497,4032390038,QN17
50035029,SAZON DE LUPITA,Bronx,155A,WEST KINGSBRIDGE ROAD,10463,3475900188,Mexican,08/15/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,08/15/2018,04/12/2020,Cycle Inspection / Re-inspection,40.870104891975,-73.904172546816,208,14,027300,2015500,2032530001,BX28
50070500,RECOLTE,Manhattan,300,AMSTERDAM AVENUE,10023,6469280116,Bakery,01/18/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,28,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.780189793146,-73.980490745124,107,06,016300,1030741,1011667501,MN12
40728858,VOL DE NUIT,Manhattan,148,WEST    4 STREET,10012,2129823388,French,10/16/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7,A,10/16/2019,04/12/2020,Cycle Inspection / Re-inspection,40.731482949043,-74.000534009081,102,01,006500,1080082,1005430043,MN23
50061236,SWEET MOMENT,Manhattan,106,MOTT STREET,10013,2122268724,Café/Coffee/Tea,05/29/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,05/29/2018,04/12/2020,Cycle Inspection / Re-inspection,40.717473630632,-73.997337732799,102,01,004100,1087278,1002047501,MN24
50078428,CHAMPION COFFEE,Manhattan,319,EAST   14 STREET,10003,9172615949,Café/Coffee/Tea,08/16/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,B,08/16/2018,04/12/2020,Pre-permit (Operational) / Re-inspection,40.732019829593,-73.984152791456,106,02,004800,1020395,1009210012,MN21
41705779,BAKERY ST MARC,Brooklyn,1121,FLATBUSH AVENUE,11226,3478744270,Bakery,11/15/2017,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,32,,,04/12/2020,Cycle Inspection / Initial Inspection,40.643115387971,-73.957707214934,314,40,079200,3118896,3051650063,BK95
40929097,PIANOS,Manhattan,158,LUDLOW STREET,10002,2125053733,American,01/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,01/26/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.720994557968,-73.987878465829,103,01,003001,1079699,1004110050,MN27
41185928,CALIFORNIA PIZZA KITCHEN,Queens,8000,COOPER AVENUE,11385,7188949400,Pizza,05/10/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8,A,05/10/2018,04/12/2020,Cycle Inspection / Re-inspection,40.709259050949,-73.870055543988,405,30,063700,4462612,4038100350,QN19
41377069,CATALDO'S RESTAURANT,Brooklyn,554,VANDERBILT AVENUE,11238,7188576700,Italian,08/09/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20,,,04/12/2020,Cycle Inspection / Initial Inspection,40.680014045483,-73.968023937472,308,35,016300,3027875,3011370048,BK64
41463483,DUNKIN',Staten Island,655,ROSSVILLE AVENUE,10309,7189678806,Donuts,01/16/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,01/16/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.542592288455,-74.208331211757,503,51,020801,5079747,5061450300,SI32
41320925,PANERA BREAD,Queens,25441,HORACE HARDING EXPRESSWAY,11362,7182246320,American,12/14/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.763872379501,-73.726713344799,411,19,150702,4171502,4082560002,QN45
50008977,MOKBAR,Manhattan,75,9 AVENUE,10011,6469645963,Korean,10/15/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,38,,,04/12/2020,Cycle Inspection / Initial Inspection,40.741869040229,-74.004713006739,104,03,008300,1012541,1007130001,MN13
50068366,EL AMBIENTE,Brooklyn,2896,FULTON STREET,11207,3476272542,Spanish,08/08/2019,Violations were cited in the following area(s).,22G,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.678923325704,-73.887806178334,305,37,117000,3087887,3039510021,BK82
50082400,BARDOLINO PIZZA II,Manhattan,411,AMSTERDAM AVENUE,10024,6468858316,Pizza,10/01/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,Z,10/01/2019,04/12/2020,Cycle Inspection / Re-inspection,40.783557156555,-73.978008996048,107,06,016500,1082721,1012107502,MN12
50079707,PARAISO BAR & LOUNGE,Queens,18411,JAMAICA AVE,11423,7184544213,"Bottled beverages, including water, sodas, juices, etc.",01/05/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,54,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.70922840722,-73.775607151945,412,27,047000,4212032,4099050128,QN61
50059785,CAPY CAFE,Queens,4009,82ND ST,11373,7183099905,Spanish,10/02/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.747316358684,-73.883868588245,404,21,026901,4036894,4014930003,QN29
50085920,EL SEMBRADOR,Queens,14309,HILLSIDE AVE,11435,3476393086,Spanish,12/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,12/13/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.704927892442,-73.812601554847,408,24,021400,4207298,4097010036,QN35
41130663,ROSA'S CAFE,Queens,3003,38 AVENUE,11101,7187847906,Spanish,09/10/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,40,C,09/10/2019,04/12/2020,Cycle Inspection / Re-inspection,40.754126693003,-73.932655794781,401,26,005100,4430653,4003720002,QN68
50089529,QUIET BAR RESTAURANT,Bronx,535,EAST TREMONT AVENUE,10457,7186846102,Spanish,08/15/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,29,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.846616531801,-73.895922215714,206,15,037504,2011820,2030600001,BX17
41589585,PIZZALICIOUS,Brooklyn,1675,NOSTRAND AVENUE,11226,3476278399,Pizza,03/01/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,03/01/2018,04/12/2020,Cycle Inspection / Re-inspection,40.645387258235,-73.948981705001,317,45,082600,3110398,3049150039,BK95
41387010,SARAGHINA RESTAURANT,Brooklyn,435,HALSEY STREET,11233,7185740010,Italian,08/11/2016,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.683447848897,-73.935593869677,303,36,027500,3335636,3016590044,BK35
50088628,SHORT STORIES,Manhattan,355,BOWERY,10003,9144713443,American,02/28/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,65,,,04/12/2020,Cycle Inspection / Initial Inspection,40.726728713195,-73.991662117529,103,02,003800,1079833,1004590005,MN22
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009,2126772033,American,03/20/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,,,04/12/2020,Cycle Inspection / Initial Inspection,40.728352484287,-73.981866195331,103,02,003400,1005944,1004380027,MN22
50072107,UNCLE TONY'S PIZZA,Manhattan,1596,AMSTERDAM AVENUE,10031,6466926675,Pizza,10/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,,,04/12/2020,Cycle Inspection / Initial Inspection,40.821269665548,-73.950511961563,109,07,022500,1079854,1020700036,MN04
50084168,THE MILLENNIUM RESTAURANT AND BAKERY,Queens,22318,LINDEN BLVD,11411,7184816000,Caribbean,08/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26,B,08/13/2019,04/12/2020,Cycle Inspection / Re-inspection,40.694226360119,-73.737281086971,413,27,060600,4274461,4127400063,QN33
41132975,CAFE GRUMPY,Brooklyn,193,MESEROLE AVENUE,11222,7183497623,Café/Coffee/Tea,09/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,,,04/12/2020,Cycle Inspection / Initial Inspection,40.728443967516,-73.948622016034,301,33,057300,3065428,3026010028,BK76
